date,location,competition,home_team_abbreviation,home_team_fullname,away_team_abbreviation,away_team_fullname,result,home_team_score,away_team_score
2021-10-08,"ESTADIO ELIAS FIGUEROA BRANDER, VALPARAISO",RUGBY WORLD CUP QUALIFIER,CHI,CHILE,CAN,CANADA,FT,33,24
2021-10-08,"ATLETIKSTADION, ODENSE",FIRA CHAMPIONSHIP D2,DEN,DENMARK,FIN,FINLAND,FT,29,19
2021-10-02,"CBUS SUPER STADIUM, GOLD COAST",RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,31,29
2021-10-02,"CBUS SUPER STADIUM, GOLD COAST",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,ARG,ARGENTINA,FT,32,17
2021-10-01,"CBUS SUPER STADIUM, GOLD COAST",THE RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,29,31
2021-10-01,"INFINITY PARK, GLENDALE,CO",RUGBY WORLD CUP QUALIFIER,USA,UNITED STATES OF AMERICA,URUG,URUGUAY,FT,19,16
2021-10-01,"BEAR MOUNTAIN (STARLIGHT), LANGFORD",RUGBY WORLD CUP QUALIFIER,CAN,CANADA,CHI,CHILE,FT,22,21
2021-09-25,QUEENSLAND COUNTRY BANK STADIUM,RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,19,17
2021-09-25,QUEENSLAND COUNTRY BANK STADIUM,RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,ARG,ARGENTINA,FT,27,8
2021-09-24,"QUEENSLAND COUNTRY BANK STADIUM, TOWNSVILLE",THE RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,19,17
2021-09-24,"QUEENSLAND COUNTRY BANK STADIUM, TOWNSVILLE",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,ARG,ARGENTINA,FT,27,8
2021-09-18,"SUNCORP STADIUM, BRISBANE",RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,30,17
2021-09-18,"SUNCORP STADIUM, BRISBANE",RUGBY CHAMPIONSHIP,ARG,ARGENTINA,NZL,NEW ZEALAND,FT,13,36
2021-09-17,"SUNCORP STADIUM, BRISBANE",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,30,17
2021-09-17,"SUNCORP STADIUM, BRISBANE",THE RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,ARG,ARGENTINA,FT,36,13
2021-09-12,"CBUS SUPER STADIUM, GOLD COAST",RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,28,26
2021-09-12,"CBUS SUPER STADIUM, GOLD COAST",RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,ARG,ARGENTINA,FT,39,0
2021-09-11,"CBUS SUPER STADIUM, GOLD COAST",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,28,26
2021-09-11,"CBUS SUPER STADIUM, GOLD COAST",THE RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,ARG,ARGENTINA,FT,39,0
2021-09-10,"INFINITY PARK, GLENDALE,CO",RUGBY WORLD CUP QUALIFIER,USA,UNITED STATES OF AMERICA,CAN,CANADA,FT,38,16
2021-09-05,"OPTUS STADIUM, PERTH",RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,21,38
2021-09-04,"OPTUS STADIUM, PERTH (WA)",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,21,38
2021-09-03,"SWILERS RFC, ST JOHN'S,NL",RUGBY WORLD CUP QUALIFIER,CAN,CANADA,USA,UNITED STATES OF AMERICA,FT,34,21
2021-08-21,"NELSON MANDELA BAY STADIUM, PORT ELIZABETH",RUGBY CHAMPIONSHIP,ARG,ARGENTINA,SA,SOUTH AFRICA,FT,10,29
2021-08-20,"NELSON MANDELA BAY, PORT ELIZABETH",THE RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,ARG,ARGENTINA,FT,29,10
2021-08-14,"NELSON MANDELA BAY STADIUM, PORT ELIZABETH",RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,ARG,ARGENTINA,FT,32,12
2021-08-14,"EDEN PARK, AUCKLAND",RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,57,22
2021-08-13,"NELSON MANDELA BAY, PORT ELIZABETH",THE RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,ARG,ARGENTINA,FT,32,12
2021-08-13,"EDEN PARK, AUCKLAND",THE RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,57,22
2021-08-07,"DHL STADIUM, CAPE TOWN",BRITISH AND IRISH LIONS TOUR,SA,SOUTH AFRICA,LIONS,BRITISH AND IRISH LIONS,FT,19,16
2021-08-06,"EDEN PARK, AUCKLAND",INTERNATIONAL TEST MATCH,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,33,25
2021-07-31,"DHL STADIUM, CAPE TOWN",BRITISH AND IRISH LIONS TOUR,SA,SOUTH AFRICA,LIONS,BRITISH AND IRISH LIONS,FT,27,9
2021-07-24,"ESTADIO CHARRUA, MONTEVIDEO",INTERNATIONAL TEST MATCH,URUG,URUGUAY,BRA,BRAZIL,FT,36,13
2021-07-23,"DHL STADIUM (GREEN POINT), CAPE TOWN",INTERNATIONAL TEST MATCH,SA,SOUTH AFRICA,LIONS,BRITISH AND IRISH LIONS,FT,17,22
2021-07-23,"NAVIGATION HOMES STADIUM, PUKEKOHE",RUGBY WORLD CUP QUALIFIER,TONGA,TONGA,COK,COOK ISLANDS,FT,54,10
2021-07-17,"BORIS PAICHADZE DINAMO ARENA, TBILISI",INTERNATIONAL TEST MATCH,GEORG,GEORGIA,SCOT,SCOTLAND,CANCELED,0,0
2021-07-17,"SUNCORP STADIUM, BRISBANE",INTERNATIONAL TEST MATCH,AUS,AUSTRALIA,FRA,FRANCE,FT,33,30
2021-07-17,"ESTADIO CHARRUA, MONTEVIDEO",INTERNATIONAL TEST MATCH,URUG,URUGUAY,CHI,CHILE,FT,15,10
2021-07-16,"PRINCIPALITY STADIUM, CARDIFF",INTERNATIONAL TEST MATCH,WALES,WALES,ARG,ARGENTINA,FT,11,33
2021-07-16,"FMG (WAIKATO) STADIUM, HAMILTON(NZ)",INTERNATIONAL TEST MATCH,NZL,NEW ZEALAND,FIJI,FIJI,FT,60,13
2021-07-16,"FMG (WAIKATO) STADIUM, HAMILTON(NZ)",AFRICAN CAR CHAMPIONSHIP,TONGA,TONGA,SAMOA,SAMOA,FT,15,37
2021-07-16,STADIUM,SIX NATIONS B,RUSS,RUSSIA,PORT,PORTUGAL,FT,26,49
2021-07-13,"AAMI PARK, MELBOURNE",INTERNATIONAL TEST MATCH,AUS,AUSTRALIA,FRA,FRANCE,FT,26,28
2021-07-10,"ESTADIO CHARRUA, MONTEVIDEO",INTERNATIONAL TEST MATCH,BRA,BRAZIL,CHI,CHILE,FT,13,23
2021-07-09,"TWICKENHAM STADIUM, TWICKENHAM",INTERNATIONAL TEST MATCH,ENG,ENGLAND,CAN,CANADA,FT,70,14
2021-07-09,"STADIONUL NATIONAL ARCUL DE TRIUMF, BUCHAREST",INTERNATIONAL TEST MATCH,ROM,ROMANIA,SCOT,SCOTLAND,CANCELED,0,0
2021-07-09,"AVIVA STADIUM, DUBLIN",INTERNATIONAL TEST MATCH,IRE,IRELAND,USA,UNITED STATES OF AMERICA,FT,71,10
2021-07-09,"PRINCIPALITY STADIUM, CARDIFF",INTERNATIONAL TEST MATCH,WALES,WALES,ARG,ARGENTINA,FT,20,20
2021-07-09,"EMIRATES AIRLINES PARK, JOHANNESBURG",INTERNATIONAL TEST MATCH,SA,SOUTH AFRICA,GEORG,GEORGIA,CANCELED,0,0
2021-07-09,"FORSYTH BARR STADIUM, DUNEDIN",INTERNATIONAL TEST MATCH,NZL,NEW ZEALAND,FIJI,FIJI,FT,57,23
2021-07-09,"MOUNT SMART STADIUM, PENROSE,AUCKLAND",AFRICAN CAR CHAMPIONSHIP,SAMOA,SAMOA,TONGA,TONGA,FT,42,13
2021-07-09,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",SIX NATIONS B,NETH,NETHERLANDS,PORT,PORTUGAL,FT,28,61
2021-07-07,"SUNCORP STADIUM, BRISBANE",INTERNATIONAL TEST MATCH,AUS,AUSTRALIA,FRA,FRANCE,FT,23,21
2021-07-03,"TWICKENHAM STADIUM, TWICKENHAM",INTERNATIONAL TEST MATCH,ENG,ENGLAND,USA,UNITED STATES OF AMERICA,FT,43,29
2021-07-03,"ARCUL DE TRIUMF, BUCHAREST",INTERNATIONAL TEST MATCH,ROM,ROMANIA,ARG,ARGENTINA,FT,17,24
2021-07-02,"AVIVA STADIUM, DUBLIN",INTERNATIONAL TEST MATCH,IRE,IRELAND,JPN,JAPAN,FT,39,31
2021-07-02,"PRINCIPALITY STADIUM, CARDIFF",INTERNATIONAL TEST MATCH,WALES,WALES,CAN,CANADA,FT,68,12
2021-07-02,"MOUNT SMART STADIUM, PENROSE,AUCKLAND",INTERNATIONAL TEST MATCH,NZL,NEW ZEALAND,TONGA,TONGA,FT,102,0
2021-07-02,"MOUNT SMART STADIUM, PENROSE,AUCKLAND",INTERNATIONAL TEST MATCH,MAORI,NEW ZEALAND MAORI,SAMOA,SAMOA,FT,38,21
2021-07-01,"LOFTUS VERSFELD, PRETORIA",INTERNATIONAL TEST MATCH,SA,SOUTH AFRICA,GEORG,GEORGIA,FT,40,9
2021-06-26,"BT MURRAYFIELD, EDINBURGH",BRITISH AND IRISH LIONS TOUR,LIONS,BRITISH AND IRISH LIONS,JPN,JAPAN,FT,28,10
2021-06-25,SKY STADIUM,INTERNATIONAL TEST MATCH,MAORI,NEW ZEALAND MAORI,SAMOA,SAMOA,FT,35,10
2021-06-25,"KAVKASIONI ARENA, TELAVI",SIX NATIONS B,GEORG,GEORGIA,NETH,NETHERLANDS,FT,48,15
2021-06-25,"BT MURRAYFIELD, EDINBURGH",INTERNATIONAL TEST MATCH,LIONS,BRITISH AND IRISH LIONS,JPN,JAPAN,FT,28,10
2021-05-28,"STADE DU PACHY (ASUB), WATERLOO",FIRA CHAMPIONSHIP,BEL,BELGIUM,NETH,NETHERLANDS,FT,21,23
2021-03-27,"MESKHI (LOKOMOTIVI) STADIUM, TBILISI",SIX NATIONS B,GEORG,GEORGIA,ROM,ROMANIA,FT,28,17
2021-03-26,"STADE DE FRANCE, SAINT-DENIS",SIX NATIONS,FRA,FRANCE,SCOT,SCOTLAND,FT,23,27
2021-03-26,"ESTADIO NACIONAL DO JAMOR, LISBON",SIX NATIONS B,PORT,PORTUGAL,SPAIN,SPAIN,FT,43,28
2021-03-20,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,ENG,ENGLAND,FT,32,18
2021-03-20,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,ITALY,ITALY,FT,52,10
2021-03-20,"STADE DE FRANCE, SAINT-DENIS",SIX NATIONS,FRA,FRANCE,WALES,WALES,FT,32,30
2021-03-19,"STADIONUL GHENCEA II, BUCHAREST",SIX NATIONS B,ROM,ROMANIA,SPAIN,SPAIN,FT,22,16
2021-03-14,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,IRE,IRELAND,FT,24,27
2021-03-13,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,FRA,FRANCE,FT,23,20
2021-03-13,"STADIO OLIMPICO, ROME",SIX NATIONS,ITALY,ITALY,WALES,WALES,FT,7,48
2021-03-13,"UNIVERSITARIA COMPLUTENSE, MADRID",SIX NATIONS B,SPAIN,SPAIN,GEORG,GEORGIA,FT,19,25
2021-03-12,"ESTADIO NACIONAL DO JAMOR, LISBON",SIX NATIONS B,PORT,PORTUGAL,ROM,ROMANIA,FT,27,28
2021-03-05,"FISHT OLYMPIC STADIUM, SOCHI",SIX NATIONS B,RUSS,RUSSIA,ROM,ROMANIA,FT,18,13
2021-03-05,"ESTADIO NACIONAL DO JAMOR, LISBON",SIX NATIONS B,PORT,PORTUGAL,GEORG,GEORGIA,FT,16,29
2021-02-27,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,ENG,ENGLAND,FT,40,24
2021-02-27,"STADIO OLIMPICO, ROME",SIX NATIONS,ITALY,ITALY,IRE,IRELAND,FT,10,48
2021-02-14,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,FRA,FRANCE,FT,13,15
2021-02-13,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,ITALY,ITALY,FT,41,18
2021-02-13,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,WALES,WALES,FT,24,25
2021-02-07,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,IRE,IRELAND,FT,21,16
2021-02-06,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,SCOT,SCOTLAND,FT,6,11
2021-02-06,"STADIO OLIMPICO, ROME",SIX NATIONS,ITALY,ITALY,FRA,FRANCE,FT,10,50
2021-02-06,"UNIVERSITARIA COMPLUTENSE, MADRID",SIX NATIONS B,SPAIN,SPAIN,PORT,PORTUGAL,FT,25,11
2020-12-06,"BANKWEST (WESTERN SYDNEY) STADIUM, SYDNEY",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,ARG,ARGENTINA,FT,16,16
2020-12-06,"TWICKENHAM STADIUM, TWICKENHAM",AUTUMN NATIONS CUP,ENG,ENGLAND,FRA,FRANCE,FT,22,19
2020-12-05,"BANKWEST (WESTERN SYDNEY) STADIUM, SYDNEY",2020 TRI NATIONS,AUS,AUSTRALIA,ARG,ARGENTINA,FT,16,16
2020-12-05,"AVIVA STADIUM, DUBLIN",AUTUMN NATIONS CUP,IRE,IRELAND,SCOT,SCOTLAND,FT,31,16
2020-12-05,"PARC Y SCARLETS, LLANELLI",AUTUMN NATIONS CUP,WALES,WALES,ITALY,ITALY,FT,38,18
2020-12-05,"BT MURRAYFIELD, EDINBURGH",AUTUMN NATIONS CUP,GEORG,GEORGIA,FIJI,FIJI,FT,24,38
2020-11-29,"MCDONALD JONES STADIUM, NEWCASTLE",THE RUGBY CHAMPIONSHIP,ARG,ARGENTINA,NZL,NEW ZEALAND,FT,0,38
2020-11-29,"AVIVA STADIUM, DUBLIN",AUTUMN NATIONS CUP,IRE,IRELAND,GEORG,GEORGIA,FT,23,10
2020-11-29,"STADE DE FRANCE, PARIS",AUTUMN NATIONS CUP,FRA,FRANCE,ITALY,ITALY,FT,36,5
2020-11-28,"ESTADIO NACIONAL DO JAMOR, LISBON",FRIENDLY,PORT,PORTUGAL,BRA,BRAZIL,FT,33,13
2020-11-28,"PRINCIPALITY STADIUM, CARDIFF",FRIENDLY,WALES,WALES,SA,SOUTH AFRICA,CANCELED,0,0
2020-11-28,"MCDONALD JONES STADIUM, NEWCASTLE",2020 TRI NATIONS,ARG,ARGENTINA,NZL,NEW ZEALAND,FT,0,38
2020-11-28,"PARC Y SCARLETS, LLANELLI",AUTUMN NATIONS CUP,WALES,WALES,ENG,ENGLAND,FT,13,24
2020-11-28,"TWICKENHAM, LONDON",FRIENDLY,ENG,ENGLAND,AUS,AUSTRALIA,CANCELED,0,0
2020-11-22,"PRINCIPALITY STADIUM, CARDIFF",FRIENDLY,WALES,WALES,ARG,ARGENTINA,CANCELED,0,0
2020-11-22,"MCDONALD JONES STADIUM, NEWCASTLE",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,ARG,ARGENTINA,FT,15,15
2020-11-22,"BT MURRAYFIELD, EDINBURGH",AUTUMN NATIONS CUP,SCOT,SCOTLAND,FRA,FRANCE,FT,15,22
2020-11-21,"AVIVA STADIUM, DUBLIN",FRIENDLY,IRE,IRELAND,JPN,JAPAN,CANCELED,0,0
2020-11-21,"BT MURRAYFIELD, EDINBURGH",FRIENDLY,SCOT,SCOTLAND,NZL,NEW ZEALAND,CANCELED,0,0
2020-11-21,"MCDONALD JONES STADIUM, NEWCASTLE",2020 TRI NATIONS,ARG,ARGENTINA,AUS,AUSTRALIA,FT,15,15
2020-11-21,"TWICKENHAM STADIUM, TWICKENHAM",AUTUMN NATIONS CUP,ENG,ENGLAND,IRE,IRELAND,FT,18,7
2020-11-21,"STADE DE FRANCE, PARIS",FRIENDLY,FRA,FRANCE,SA,SOUTH AFRICA,CANCELED,0,0
2020-11-21,"TWICKENHAM, LONDON",FRIENDLY,ENG,ENGLAND,TONGA,TONGA,CANCELED,0,0
2020-11-21,"ESTADIO NACIONAL DO JAMOR, LISBON",FRIENDLY,PORT,PORTUGAL,BRA,BRAZIL,FT,30,10
2020-11-21,"PARC Y SCARLETS, LLANELLI",AUTUMN NATIONS CUP,WALES,WALES,GEORG,GEORGIA,FT,18,0
2020-11-14,"TWICKENHAM STADIUM, TWICKENHAM",AUTUMN NATIONS CUP,ENG,ENGLAND,GEORG,GEORGIA,FT,40,0
2020-11-14,"STADIO ARTEMIO FRANCHI, FIRENZE",AUTUMN NATIONS CUP,ITALY,ITALY,SCOT,SCOTLAND,FT,17,28
2020-11-14,"PRINCIPALITY STADIUM, CARDIFF",FRIENDLY,WALES,WALES,NZL,NEW ZEALAND,CANCELED,0,0
2020-11-14,"STADE DE FRANCE, PARIS",FRIENDLY,FRA,FRANCE,AUS,AUSTRALIA,CANCELED,0,0
2020-11-14,"AVIVA STADIUM, DUBLIN",AUTUMN NATIONS CUP,IRE,IRELAND,WALES,WALES,FT,32,9
2020-11-14,"BANKWEST (WESTERN SYDNEY) STADIUM, SYDNEY",THE RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,ARG,ARGENTINA,FT,15,25
2020-11-14,"BT MURRAYFIELD, EDINBURGH",FRIENDLY,SCOT,SCOTLAND,JPN,JAPAN,CANCELED,0,0
2020-11-14,"TWICKENHAM, LONDON",FRIENDLY,ENG,ENGLAND,ARG,ARGENTINA,CANCELED,0,0
2020-11-14,"AVIVA STADIUM, DUBLIN",FRIENDLY,IRE,IRELAND,SA,SOUTH AFRICA,CANCELED,0,0
2020-11-07,"TWICKENHAM, LONDON",FRIENDLY,ENG,ENGLAND,NZL,NEW ZEALAND,CANCELED,0,0
2020-11-07,"ARCUL DE TRIUMF, BUCHAREST",FRIENDLY,ITALY,ITALY,SA,SOUTH AFRICA,CANCELED,0,0
2020-11-07,"SUNCORP STADIUM, BRISBANE",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,24,22
2020-11-07,"AVIVA STADIUM, DUBLIN",FRIENDLY,IRE,IRELAND,AUS,AUSTRALIA,CANCELED,0,0
2020-11-07,"STADE GEOFFROY-GUICHARD, SAINT-ETIENNE",FRIENDLY,FRA,FRANCE,GEORG,GEORGIA,CANCELED,0,0
2020-11-07,"ESTADIO CHARRUA, MONTEVIDEO",FRIENDLY,URUG,URUGUAY,SPAIN,SPAIN,FT,19,10
2020-11-07,"PRINCIPALITY STADIUM, CARDIFF",FRIENDLY,WALES,WALES,FIJI,FIJI,CANCELED,0,0
2020-11-07,"BT MURRAYFIELD, EDINBURGH",FRIENDLY,SCOT,SCOTLAND,ARG,ARGENTINA,CANCELED,0,0
2020-11-01,"ESTADIO CHARRUA, MONTEVIDEO",FRIENDLY,URUG,URUGUAY,SPAIN,SPAIN,FT,20,32
2020-10-31,"STADIO OLIMPICO, ROME",SIX NATIONS,ITALY,ITALY,ENG,ENGLAND,FT,5,34
2020-10-31,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,IRE,IRELAND,FT,35,27
2020-10-31,"STADIUM AUSTRALIA, SYDNEY",THE RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,5,43
2020-10-31,"PARC Y SCARLETS, LLANELLI",SIX NATIONS,WALES,WALES,SCOT,SCOTLAND,FT,10,14
2020-10-25,"STADE DE FRANCE, PARIS",FRIENDLY,FRA,FRANCE,WALES,WALES,FT,38,21
2020-10-25,"ESTADIO CHARRUA, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,ARG,ARGENTINA,FT,19,53
2020-10-25,"ESTADIO CHARRUA, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,BRA,BRAZIL,CHI,CHILE,FT,13,26
2020-10-24,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,ITALY,ITALY,FT,50,17
2020-10-23,"BT MURRAYFIELD, EDINBURGH",FRIENDLY,SCOT,SCOTLAND,GEORG,GEORGIA,FT,48,7
2020-10-21,"ESTADIO CHARRUA, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,BRA,BRAZIL,FT,40,15
2020-10-21,"ESTADIO CHARRUA, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,CHI,CHILE,FT,21,22
2020-10-18,"EDEN PARK, AUCKLAND",FRIENDLY,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,27,7
2020-10-17,"ESTADIO CHARRUA, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,BRA,BRAZIL,FT,25,17
2020-10-17,"ESTADIO CHARRUA, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,CHI,CHILE,FT,25,24
2020-10-16,"SUNCORP STADIUM, BRISBANE",FRIENDLY,AUS,AUSTRALIA,NZL,NEW ZEALAND,CANCELED,7,27
2020-10-11,SKY STADIUM,FRIENDLY,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,16,16
2020-07-18,"FORSYTH BARR STADIUM, DUNEDIN",FRIENDLY,NZL,NEW ZEALAND,SCOT,SCOTLAND,POSTPONED,0,0
2020-07-17,"WANDERERS GROUNDS, HALIFAX,NS",FRIENDLY,ARG,ARGENTINA,ITALY,ITALY,POSTPONED,0,0
2020-07-17,"QUEENSLAND COUNTRY BANK STADIUM, TOWNSVILLE",FRIENDLY,AUS,AUSTRALIA,FIJI,FIJI,POSTPONED,0,0
2020-07-17,"NELSON MANDELA BAY, PORT ELIZABETH",FRIENDLY,SA,SOUTH AFRICA,GEORG,GEORGIA,POSTPONED,0,0
2020-07-11,"SKY STADIUM, WELLINGTON",FRIENDLY,NZL,NEW ZEALAND,WALES,WALES,POSTPONED,0,0
2020-07-10,"WANDERERS GROUNDS, HALIFAX,NS",FRIENDLY,CAN,CANADA,ITALY,ITALY,POSTPONED,0,0
2020-07-10,"KOBE MISAKI STADIUM, KOBE",FRIENDLY,JPN,JAPAN,ENG,ENGLAND,POSTPONED,0,0
2020-07-10,"SYDNEY CRICKET GROUND, SYDNEY",FRIENDLY,AUS,AUSTRALIA,IRE,IRELAND,POSTPONED,0,0
2020-07-10,"ESTADIO BRIGADIER LOPEZ (CLUB COLON), SANTA FE",FRIENDLY,ARG,ARGENTINA,FRA,FRANCE,POSTPONED,0,0
2020-07-10,"JONSSON KINGS PARK, DURBAN",FRIENDLY,SA,SOUTH AFRICA,SCOT,SCOTLAND,POSTPONED,0,0
2020-07-04,"EDEN PARK, AUCKLAND",FRIENDLY,NZL,NEW ZEALAND,WALES,WALES,POSTPONED,0,0
2020-07-03,"SUNCORP STADIUM, BRISBANE",FRIENDLY,AUS,AUSTRALIA,IRE,IRELAND,POSTPONED,0,0
2020-07-03,"AVEVA STADIUM, HOUSTON,TX",FRIENDLY,USA,UNITED STATES OF AMERICA,ITALY,ITALY,POSTPONED,0,0
2020-07-03,"DHL NEWLANDS, CAPE TOWN",FRIENDLY,SA,SOUTH AFRICA,SCOT,SCOTLAND,POSTPONED,0,0
2020-07-03,"SHOWA DENKO DOME OITA, OITA",FRIENDLY,JPN,JAPAN,ENG,ENGLAND,POSTPONED,0,0
2020-07-03,"ESTADIO MARIO ALBERTO KEMPES, CORDOBA",FRIENDLY,ARG,ARGENTINA,FRA,FRANCE,POSTPONED,0,0
2020-03-08,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,FRA,FRANCE,FT,28,17
2020-03-07,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,WALES,WALES,FT,33,30
2020-03-07,"TRUD STADIUM, KRASNODAR",SIX NATIONS B,RUSS,RUSSIA,ROM,ROMANIA,FT,32,25
2020-03-07,"FALLONSTADION, WOLUWE-SAINT-LAMBERT",SIX NATIONS B,BEL,BELGIUM,SPAIN,SPAIN,FT,23,30
2020-03-07,"STADE JEAN BOUIN, PARIS",SIX NATIONS B,PORT,PORTUGAL,GEORG,GEORGIA,FT,24,39
2020-03-07,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",FIRA CHAMPIONSHIP D1,NETH,NETHERLANDS,LITH,LITHUANIA,FT,36,17
2020-02-29,"FRITZ GRUNEBAUM SPORTPARK, HEIDELBURG",FIRA CHAMPIONSHIP D1,GERM,GERMANY,SWITZ,SWITZERLAND,FT,20,33
2020-02-29,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",FIRA CHAMPIONSHIP D1,NETH,NETHERLANDS,POL,POLAND,FT,7,6
2020-02-23,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,IRE,IRELAND,FT,24,12
2020-02-22,"AIA ARENA, KUTAISI",SIX NATIONS B,GEORG,GEORGIA,BEL,BELGIUM,FT,78,6
2020-02-22,"STADIO OLIMPICO, ROME",SIX NATIONS,ITALY,ITALY,SCOT,SCOTLAND,FT,0,17
2020-02-22,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,FRA,FRANCE,FT,23,27
2020-02-22,SPORTS COMPLEX,SIX NATIONS B,ROM,ROMANIA,SPAIN,SPAIN,FT,24,7
2020-02-22,"STADION KALINGRAD (ARENA BALTIKA), KALINGRAD",SIX NATIONS B,RUSS,RUSSIA,PORT,PORTUGAL,FT,19,18
2020-02-09,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,ITALY,ITALY,FT,35,22
2020-02-09,"UNIVERSITARIA COMPLUTENSE, MADRID",SIX NATIONS B,SPAIN,SPAIN,GEORG,GEORGIA,FT,10,23
2020-02-08,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,WALES,WALES,FT,24,14
2020-02-08,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,ENG,ENGLAND,FT,6,13
2020-02-08,"CALDAS RC, CALDAS DA RAINHA",SIX NATIONS B,PORT,PORTUGAL,ROM,ROMANIA,FT,22,11
2020-02-08,"FALLONSTADION, WOLUWE-SAINT-LAMBERT",SIX NATIONS B,BEL,BELGIUM,RUSS,RUSSIA,FT,38,12
2020-02-02,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,ENG,ENGLAND,FT,24,17
2020-02-01,"UNIVERSITARIO LISBOA, LISBON",SIX NATIONS B,PORT,PORTUGAL,BEL,BELGIUM,FT,23,17
2020-02-01,"FISHT OLYMPIC STADIUM, SOCHI",SIX NATIONS B,RUSS,RUSSIA,SPAIN,SPAIN,FT,12,31
2020-02-01,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,ITALY,ITALY,FT,42,0
2020-02-01,"DINAMO ARENA, TBILISI",SIX NATIONS B,GEORG,GEORGIA,ROM,ROMANIA,FT,41,13
